#1
double data_BC(671, 9)    #
0,0,5.425012,0.0,0.0,2309.0180472979714,79.787494,50.0,18.544583241309518
1,1,5.3999877,0.0,0.0,2262.341285509725,79.80000615,50.0,18.162075869570987
2,2,5.300012,0.0,0.0,2271.5440624472817,79.849994,50.0,18.205417189930078
3,3,5.1,0.0,0.0,2312.0362920477246,79.95,50.0,18.46807112370477
4,4,4.999994,0.0,0.0,2476.560578176892,80.000003,49.99999999999999,19.74928493238324
5,5,4.999994,0.0,0.0,2693.8229274223554,80.000003,50.0,21.48183937831012
6,6,4.8999877,0.0,0.0,2939.7238165917192,80.05000615,50.0,23.403762588279456
7,7,4.8999877,0.0,0.0,3322.976614083866,80.05000615,50.0,26.45491910617281
8,8,4.800012,0.44298247,0.0,3518.235156368086,80.099994,50.0,27.962897659139077
9,9,4.999994,36.149483,42.830067,3330.238849150632,80.000003,50.0,26.55692596592328
10,10,7.300012,83.040344,136.33005,3035.051296309362,78.849994,50.0,25.16772886913837
11,11,9.2000065,98.3639,212.38377,2718.5500974159286,77.89999675,50.0,23.31078539291856
12,12,10.999994,101.06052,286.33627,2492.6128107965,77.000003,50.0,22.08588103703306
13,13,12.6,106.516716,296.36826,2236.119704040759,76.2,50.0,20.418201030358663
14,14,13.6,102.57122,291.5016,2145.5756314743,75.7,50.0,19.972591658204717
15,15,14.300013,86.41253,220.53995,2069.736205933952,75.3499935,50.0,19.53263626582561
16,16,13.800013,54.504807,78.84894,2040.8914146203545,75.5999935,50.0,19.072330412824947
17,17,12.399988,6.9375,3.5527137e-15,2014.0800535894828,76.300006,50.0,18.320806976036927
18,18,11.7000065,0.0,0.0,2031.8584339221093,76.64999675,50.0,18.23979713735337
19,19,11.1,0.0,0.0,2085.4868807538514,76.95,50.0,18.512812853448715
20,20,10.499994,0.0,0.0,2138.7268545570014,77.250003,50.0,18.776406822359505
21,21,9.800013,0.0,0.0,2143.403233025648,77.5999935,50.0,18.578841080826237
22,22,9.2000065,0.0,0.0,2080.7120385177263,77.89999675,50.0,17.841507441945815
23,23,8.499994,0.0,0.0,1937.4594558613871,78.250003,50.0,16.407327349904744
24,24,7.8999877,0.0,0.0,1805.0094450330348,78.55000615,50.0,15.12505598516177
25,25,6.999994,0.0,0.0,1829.2863848421532,79.000003,50.0,15.090630222782131
26,26,6.1,0.0,0.0,1830.149645350493,79.45,50.0,14.867057500349247
27,27,5.1,0.0,0.0,1913.530618897145,79.95,50.0,15.284889639807531
28,28,4.6,0.0,0.0,1974.4322688489187,80.2,50.0,15.640801901588445
29,29,4.1,0.0,0.0,2173.7092689696165,80.45,50.0,17.078034183967883
30,30,3.6,0.0,0.0,2502.1759649901383,80.7,50.0,19.4985892569716
31,31,3.200006,0.0,0.0,2845.728724291373,80.899997,50.0,22.03224633077641
32,32,2.800012,0.2375,0.32291666,3003.8145446141143,81.099994,50.0,23.106625672151008
33,33,2.700006,17.399597,16.547083,2937.00217506983,81.149997,50.0,22.55640985451788
34,34,3.200006,75.81177,77.44697,2730.967976972919,80.899997,50.0,21.14374384196177
35,35,3.8999877,128.44916,139.06554,2551.7346177938957,80.55000615,50.0,19.982412580411868
36,36,4.499994,158.18927,184.6967,2423.8028347955847,80.250003,50.0,19.168829091055137
37,37,4.999994,141.04382,155.67871,2311.691879395608,80.000003,50.0,18.43454264933367
38,38,4.999994,119.13113,119.84577,2263.6397144924717,80.000003,50.0,18.051351579972263
39,39,4.8999877,89.66976,89.39631,2274.5079408077518,80.05000615,50.0,18.10783841372473
40,40,4.6,44.76615,48.0,2284.753375985609,80.2,50.0,18.09906346831022
